"LL.1"	"LL.2"	"LL.3"	"MM.1"	"MM.2"	"MM.3"
"ECs_1986"	31	16	29	34	25	51
"ECs_1987"	48	45	26	84	49	96
"ECs_1989"	43	39	51	278	351	174
"ECs_1990"	306	266	326	354	267	408
"ECs_1991"	284	282	294	344	368	496
"ECs_1992"	85	49	84	58	44	78
"ECs_1993"	22	13	10	18	9	26
"ECs_1994"	33	27	29	40	37	77
"ECs_1995"	22	18	17	18	24	62
"ECs_1996"	164	156	177	123	109	188
"ECs_1997"	727	664	706	3343	3420	4954
"ECs_1998"	710	647	694	211	255	286
"ECs_2000"	2534	2538	2517	4097	4422	5123
"ECs_5439"	346	260	310	1104	998	1939
"ECs_2001"	746	671	681	1517	1918	2264
"ECs_2002"	528	308	416	1033	911	1710
"ECs_2003"	1094	1055	1153	1718	1806	2349
"ECs_2004"	14	17	8	20	25	45
"ECs_2005"	25	23	27	46	56	73
"ECs_2006"	964	876	872	745	804	1077
"ECs_2007"	829	747	865	548	507	630
"ECs_2008"	93	49	61	994	390	1757
"ECs_2009"	1277	1184	1446	1372	1350	2095
"ECs_2010"	60	48	67	36	43	51
"ECs_2011"	29	11	10	7	8	17
"ECs_2012"	109	89	102	101	107	170
"ECs_2013"	89	56	54	124	118	164
"ECs_2014"	491	490	700	6459	6930	1651
"ECs_2015"	7535	6683	7763	6176	6077	8229
"ECs_2016"	17	17	14	20	15	41
"ECs_2017"	15	5	11	4	12	25
"ECs_2018"	26	17	20	9	13	24
"ECs_2019"	29	33	39	27	30	48
"ECs_2020"	535	536	581	1490	1971	2278
"ECs_2021"	293	247	218	3473	1877	5191
"ECs_2022"	658	661	690	12461	12403	22838
"ECs_2023"	1149	1146	1300	1481	1657	2506
"ECs_2024"	579	527	585	463	553	736
"ECs_2025"	639	681	850	709	702	1515
"ECs_2026"	605	574	604	916	1183	991
"ECs_2027"	966	1119	996	4414	4954	6233
"ECs_2028"	275	263	299	2006	1883	3204
"ECs_2029"	3345	3134	3531	5455	5779	7983
"ECs_2031"	232	214	235	620	795	1193
"ECs_2032"	364	317	396	511	515	802
"ECs_2033"	174	132	169	606	625	999
"ECs_2034"	434	369	480	410	383	615
"ECs_2035"	492	450	560	578	595	850
"ECs_2036"	816	719	960	5569	6029	9327
"ECs_2037"	100	98	126	978	1690	1771
"ECs_2038"	246	217	266	383	485	639
"ECs_2039"	2944	2494	2897	2578	2279	4020
"ECs_2040"	41	30	31	59	82	106
"ECs_5728"	66	58	58	84	112	134
"ECs_2042"	275	261	314	373	416	595
"ECs_2043"	1324	1301	1587	1452	1441	2058
"ECs_2044"	262	200	268	1452	1540	2072
"ECs_2045"	83	93	104	568	583	718
"ECs_2046"	50	63	61	307	298	389
"ECs_2047"	19	29	27	209	235	220
"ECs_2048"	449	404	527	1674	2184	2599
"ECs_2049"	2920	2706	3118	1699	1788	3206
"ECs_2050"	1590	1475	1932	1080	1243	2039
"ECs_2051"	449	461	514	352	481	651
"ECs_2052"	321	298	349	769	955	1153
"ECs_2053"	117	86	115	1024	782	1628
"ECs_2054"	209	205	216	1516	1826	2367
"ECs_2055"	2655	2591	2662	2994	3050	4536
"ECs_2056"	2012	1956	2281	4674	4780	5296
"ECs_2057"	1270	1088	1613	1429	1414	2404
"ECs_2058"	45	45	48	104	93	148
"ECs_2059"	1	1	0	0	0	0
"ECs_2060"	101	81	91	94	82	149
"ECs_2061"	77	101	205	224	128	142
"ECs_2062"	11	2	11	4	10	18
"ECs_2064"	124	132	139	398	482	683
"ECs_2065"	63	42	55	310	351	554
"ECs_2066"	158	102	131	440	298	642
"ECs_2067"	1234	1084	1253	2460	2777	4043
"ECs_2068"	57	50	66	624	498	1105
"ECs_2069"	20	34	54	520	413	813
"ECs_2070"	97	107	126	1573	1331	2525
"ECs_2071"	303	299	350	3799	3371	5718
"ECs_2072"	133	123	141	1612	1738	2914
"ECs_2073"	18	17	8	7	15	27
"ECs_2074"	15	10	6	6	7	26
"ECs_2076"	82	72	73	102	113	137
"ECs_2077"	177	153	182	260	295	390
"ECs_2078"	138	145	154	115	123	198
"ECs_2079"	118	100	115	66	104	98
"ECs_2080"	171	150	187	154	195	226
"ECs_2081"	518	448	510	1720	1757	2579
"ECs_2082"	2107	2052	2508	17378	14859	23506
"ECs_2083"	3789	3509	4196	9000	9351	12257
"ECs_2084"	529	535	528	13726	16547	23015
"ECs_2085"	90	80	115	2238	3603	2777
"ECs_2086"	1134	1027	1194	18964	20249	27864
"ECs_2087"	225	210	262	967	971	989
"ECs_2088"	89	66	81	242	226	353
"ECs_2089"	78	77	64	170	172	249
"ECs_2090"	66	33	49	187	157	254
"ECs_2091"	115	126	142	794	731	1158
"ECs_2092"	26	42	30	359	317	524
"ECs_2093"	363	326	354	2168	2377	2792
"ECs_2095"	584	571	578	4034	5032	5520
"ECs_2096"	629	597	839	1548	1774	2670
"ECs_2097"	2898	2837	3929	66777	65167	133288
"ECs_2098"	4218	4042	5741	112000	79249	184894
"ECs_2099"	464	414	522	491	531	913
"ECs_2100"	160	130	153	169	187	318
"ECs_2101"	28	30	43	16	24	47
"ECs_2102"	37	45	41	143	129	205
"ECs_2103"	189	147	158	516	526	686
"ECs_2104"	17	16	13	19	26	27
"ECs_2105"	0	0	0	3	1	5
"ECs_2106"	234	187	205	268	230	426
"ECs_2107"	18	12	18	23	25	36
"ECs_2108"	17	14	14	19	19	23
"ECs_2109"	20	9	13	18	20	24
"ECs_2110"	103	92	73	101	135	167
"ECs_2112"	28	31	32	82	100	123
"ECs_2113"	357	323	287	890	1251	1278
"ECs_2114"	33	21	22	34	24	60
"ECs_2115"	99	66	97	127	166	244
"ECs_2117"	120	66	86	117	127	220
"ECs_2118"	197	167	211	770	574	1161
"ECs_2119"	52	42	37	584	471	1039
"ECs_2120"	82	56	96	1221	1023	1903
"ECs_2121"	64	54	51	587	457	805
"ECs_2122"	26	27	29	327	230	480
"ECs_2123"	47	43	39	850	656	1336
"ECs_2124"	34	22	24	1028	733	1468
"ECs_2125"	30	22	30	296	242	552
"ECs_2126"	346	388	378	1276	1184	1823
"ECs_2127"	1432	1419	1419	880	973	1446
"ECs_2128"	590	569	594	945	838	1353
"ECs_2129"	1695	1541	1813	1310	1375	2013
"ECs_2130"	288	288	368	161	199	231
"ECs_2131"	1668	1423	1753	892	1017	1440
"ECs_2132"	667	378	1058	562	528	1138
"ECs_2133"	272	241	371	643	774	1101
"ECs_2134"	20	20	18	30	44	55
"ECs_2135"	1367	1022	1355	407	421	649
"ECs_2136"	714	661	764	1136	1298	1706
"ECs_2137"	877	814	958	643	712	936
"ECs_2138"	858	800	947	604	724	1059
"ECs_2139"	249	251	270	197	241	283
"ECs_2140"	658	610	666	1166	1451	2007
"ECs_2141"	594	527	593	1026	1253	1631
"ECs_5444"	126	100	102	435	588	711
"ECs_2143"	488	486	511	1424	1809	2493
"ECs_5729"	1056	957	952	1110	1241	1521
"ECs_2144"	5706	4436	5056	3334	3058	5185
"ECs_2145"	75	73	54	554	745	813
"ECs_2146"	52	53	67	233	242	304
"ECs_2147"	730	643	696	1840	1481	2893
"ECs_2148"	1596	1334	1618	6319	7442	10021
"ECs_2149"	2171	2153	2633	2236	2614	3295
"ECs_2150"	135	141	168	123	138	196
"ECs_2151"	320	296	295	219	220	283
"ECs_2152"	249	223	208	107	118	138
"ECs_2153"	87	64	60	27	23	37
"ECs_2154"	120	104	113	89	128	135
"ECs_2155"	85	59	43	85	40	81
"ECs_2156"	22	18	23	25	20	36
"ECs_2157"	11	9	10	18	8	19
"ECs_2158"	0	0	0	0	0	0
"ECs_2159"	0	0	0	0	0	0
"ECs_2160"	0	0	0	0	0	0
"ECs_2161"	25	28	42	37	28	17
"ECs_2162"	1	6	4	14	4	1
"ECs_2163"	0	0	0	0	0	0
"ECs_2164"	12	6	9	15	4	13
"ECs_2165"	6	2	6	2	2	6
"ECs_2166"	154	100	120	186	118	255
"ECs_2167"	56	34	42	72	59	122
"ECs_2168"	44	21	20	48	66	75
"ECs_2169"	17	10	6	16	24	16
"ECs_2170"	15	12	11	25	17	13
"ECs_2171"	29	22	13	30	36	29
"ECs_2172"	12	7	4	18	7	7
"ECs_2173"	0	0	0	0	0	0
"ECs_2174"	0	0	0	0	0	0
"ECs_2175"	0	0	0	0	0	0
"ECs_2176"	0	0	0	0	0	0
"ECs_2177"	23	40	39	37	41	37
"ECs_2178"	0	0	0	0	0	0
"ECs_2179"	158	112	128	167	169	284
"ECs_2180"	50	43	39	40	30	58
"ECs_2182"	22	10	12	8	9	14
"ECs_2183"	13	11	10	11	11	21
"ECs_2184"	0	0	0	0	0	0
"ECs_5730"	2	1	3	3	1	1
"ECs_2185"	0	0	0	0	0	0
"ECs_2186"	0	0	0	0	0	0
"ECs_2187"	0	0	0	1	0	0
"ECs_2188"	0	0	0	0	0	0
"ECs_2189"	2	0	0	1	0	3
"ECs_5731"	0	0	0	0	0	0
"ECs_2190"	0	1	0	1	0	0
"argO5"	0	0	0	0	0	0
"ileZ5"	0	0	0	0	1	1
"ECs_2191"	0	0	0	0	0	0
"ECs_2192"	0	0	0	0	0	0
"ECs_2193"	0	0	0	0	1	0
"ECs_2194"	0	0	0	0	0	0
"ECs_2195"	0	0	0	0	0	0
"ECs_2196"	0	0	0	0	0	0
"ECs_2197"	1	0	0	2	2	2
"ECs_2198"	2	3	1	1	0	3
"ECs_2199"	0	0	0	0	0	0
"ECs_2201"	0	0	0	0	0	0
"ECs_2202"	0	0	0	0	0	0
"ECs_2203"	0	0	0	0	0	0
"ECs_2204"	0	0	0	0	0	0
"ECs_2205"	0	0	0	0	0	0
"ECs_2206"	0	0	0	0	0	0
"ECs_2207"	0	0	0	0	0	0
"ECs_2208"	0	0	0	0	0	0
"ECs_2209"	0	0	0	0	0	0
"ECs_2210"	0	0	0	0	0	0
"ECs_2211"	0	0	0	0	2	0
"ECs_2212"	0	0	0	0	0	0
"ECs_2214"	0	0	0	0	0	0
"ECs_2215"	0	0	0	0	0	0
"ECs_2216"	0	0	0	0	0	0
"ECs_2217"	0	0	0	0	0	0
"ECs_2218"	0	0	1	0	0	0
"ECs_2219"	0	0	0	0	0	0
"ECs_2220"	0	0	0	1	0	0
"ECs_2221"	0	3	3	1	2	3
"ECs_2222"	0	0	0	0	0	0
"ECs_2223"	0	0	0	0	0	0
"ECs_2224"	0	0	0	0	0	0
"ECs_2225"	0	0	0	0	0	0
"ECs_2226"	0	0	0	0	0	0
"ECs_2227"	0	0	0	0	0	0
"ECs_2229"	0	0	0	0	0	0
"ECs_2230"	0	0	0	0	0	0
"ECs_2231"	1	0	5	4	2	0
"ECs_2232"	0	0	0	0	0	0
"ECs_2233"	0	0	0	0	0	0
"ECs_2234"	0	0	0	0	0	0
"ECs_2235"	0	0	0	0	0	0
"ECs_2236"	0	0	0	0	0	0
"ECs_2237"	0	0	0	0	0	0
"ECs_2238"	0	0	0	0	0	0
"ECs_2239"	0	0	0	0	0	0
"ECs_2240"	0	0	0	0	0	0
"ECs_2241"	0	0	0	0	0	0
"ECs_2242"	0	1	0	0	0	0
"ECs_2243"	0	0	0	0	0	0
"ECs_2244"	0	0	0	0	0	0
"ECs_2245"	0	0	0	0	0	0
"ECs_2246"	0	0	0	0	0	1
"ECs_2247"	0	0	0	0	0	0
"ECs_2248"	0	0	0	0	0	0
"ECs_5451"	0	0	0	0	0	0
"ECs_2250"	0	0	0	0	0	0
"ECs_2251"	0	0	0	1	0	1
"ECs_2252"	0	0	1	0	0	0
"ECs_2254"	0	0	0	0	0	0
"ECs_2255"	0	0	1	0	0	0
"ECs_2256"	0	0	0	1	0	0
"ECs_2257"	0	0	0	0	0	0
"ECs_5732"	0	0	0	0	0	0
"ECs_2258"	0	0	0	0	0	0
"ECs_2259"	0	0	0	0	0	0
"ECs_2260"	0	0	0	0	0	0
"ECs_2261"	0	0	0	0	0	0
"ECs_2262"	0	0	0	0	1	2
"ECs_5733"	0	0	0	0	0	0
"ECs_2265"	0	0	0	0	0	0
"argO6"	1	0	0	0	0	0
"argN4"	0	0	0	0	0	0
"ileZ6"	0	0	0	0	0	0
"ECs_2267"	0	0	0	0	0	0
"ECs_2268"	0	0	0	0	0	0
"ECs_2269"	6	1	3	0	2	2
"ECs_5734"	2601	2732	3725	1648	1897	3071
"ECs_2271"	88	104	88	92	87	124
"ECs_2272"	204	179	156	244	261	311
"ECs_2273"	59	44	57	85	96	99
"ECs_2274"	92	80	79	179	170	177
"ECs_2275"	76	48	49	106	109	163
"ECs_2276"	96	59	65	78	103	159
"ECs_2277"	56	43	57	65	94	106
"ECs_2278"	21	29	29	42	60	82
"ECs_2279"	2034	1904	2344	2501	2967	4016
"ECs_2280"	476	441	471	580	771	965
"ECs_2281"	762	716	806	1135	1476	1950
"ECs_2282"	206	215	225	153	199	272
"ECs_2283"	164	157	207	122	160	186
"ECs_5735"	27	16	30	21	22	33
"ECs_2284"	6	4	6	5	3	11
"ECs_2285"	1	0	5	5	2	6
"ECs_2286"	199	170	200	237	234	362
"ECs_2287"	45	34	56	35	36	64
"ECs_5736"	328	296	380	264	291	405
"ECs_2288"	305	191	244	149	105	258
"ECs_2289"	1119	976	1104	1055	1234	1597
"ECs_2290"	1025	871	968	836	984	1262
"ECs_2291"	320	252	266	540	543	837
"ECs_2292"	40	47	69	503	534	562
"ECs_2293"	188	144	173	304	330	440
"ECs_2294"	323	271	247	385	417	524
"ECs_2295"	46	35	56	55	61	71
"ECs_2296"	649	564	622	491	528	786
"ECs_2297"	752	581	777	719	577	892
"ECs_2298"	605	538	690	401	363	441
"ECs_2299"	259	218	198	309	312	455
"ECs_2300"	699	463	493	1006	566	1424
"ECs_2301"	131	139	150	271	252	353
"ECs_2302"	1232	1195	1241	1690	2051	2845
"ECs_2303"	118980	114156	106328	232	263	292
"ECs_2304"	25536	23519	21929	2392	3052	3622
"ECs_2305"	444	430	422	288	339	399
"ECs_2306"	369	312	427	739	862	1066
"ECs_2307"	281	233	266	322	346	481
"ECs_2308"	2056	1399	1930	6005	4509	9045
"ECs_2309"	2390	1741	2276	8073	6541	12168
"ECs_2310"	3663	2316	2447	4877	3712	8104
"ECs_2311"	3109	2524	2872	1286	1085	1929
"ECs_2312"	990	867	985	1375	1588	2271
"ECs_2313"	237	185	259	334	434	562
"ECs_2314"	1284	1200	1237	1880	2212	2518
"ECs_2315"	1018	928	992	1657	1826	2150
"ECs_2316"	236	220	210	670	728	1020
"ECs_2317"	391	331	298	2015	1699	2235
"ECs_2318"	510	438	464	2594	2585	3114
"ECs_2319"	2179	1987	2125	2827	3611	4159
"ECs_2320"	3246	2770	3208	10590	12553	16891
"ECs_2321"	54	48	50	57	68	86
"ECs_2323"	196	153	184	227	240	311
"ECs_2324"	56	33	38	34	41	42
"ECs_2326"	1334	1193	1324	1784	2057	2641
"ECs_2327"	491	452	499	2702	3158	4354
"ECs_2328"	267	186	222	547	323	723
"ECs_2329"	240	197	252	848	881	1247
"ECs_2330"	953	764	930	1732	1899	2640
"ECs_2331"	3017	2784	3547	1357	1394	1773
"ECs_2332"	3325	3057	3842	6289	6336	9553
"ECs_2333"	432	423	504	360	466	700
"ECs_2334"	498	471	759	459	500	926
"ECs_2335"	3550	3434	4021	2487	2832	3938
"ECs_2336"	4571	4217	4812	2674	3259	4042
"ECs_2337"	2372	2535	2881	1488	1707	1862
"ECs_2338"	7073	7722	10221	5701	4890	5859
"ECs_2339"	4327	3854	4529	2222	2380	3392
"ECs_2340"	2064	2136	2448	1249	1362	1681
"ECs_2341"	2239	2175	2543	1337	1495	1996
"ECs_2342"	1753	1638	1900	1060	1090	1559
"ECs_2343"	31684	28334	33483	4827	5126	7339
"ECs_2344"	1317	1127	1308	3575	3740	6148
"ECs_2345"	2129	1731	2150	1909	2116	2883
"ECs_2346"	7713	6476	7913	7239	7176	10357
"ECs_2347"	1259	1062	1286	1467	1928	2444
"ECs_2348"	278	238	247	323	381	505
"ECs_2349"	1171	1014	1147	1112	851	1774
"ECs_2350"	5094	4342	4716	6626	6825	9358
"ECs_2351"	5801	5246	6291	7094	8946	11768
"ECs_2352"	481	481	483	589	695	935
"ECs_2353"	747	711	620	257	294	405
"ECs_2354"	1299	1222	1334	911	981	1060
"ECs_2355"	554	487	516	2932	3505	4263
"ECs_2356"	1205	1071	1168	3241	3612	5064
"ECs_2357"	53	50	50	179	172	254
"ECs_2358"	268	270	275	214	297	352
"ECs_2359"	800	757	811	1145	1217	1705
"ECs_2360"	935	739	853	2456	2631	4113
"ECs_2361"	1744	1823	2066	1863	1785	2171
"ECs_2362"	1826	1729	2132	2988	2690	3420
"ECs_2363"	6282	6108	6715	6025	7169	9219
"ECs_2364"	1506	1257	1392	1547	1830	2495
"ECs_2365"	1073	785	941	787	791	1258
"ECs_2366"	2185	2070	2427	1745	1894	2346
"ECs_5737"	196	171	213	184	249	378
"ECs_2367"	6668	6011	7722	7628	8082	10820
"ECs_2368"	446	494	667	640	579	659
"ECs_2369"	3480	3189	3374	309	286	420
"ECs_2370"	2886	2466	2847	14493	14473	24312
"ECs_2371"	1742	1451	1659	2450	2769	3785
"ECs_2372"	1835	1471	1594	1384	1156	1990
"ECs_2373"	1038	693	766	2934	1785	4717
"valV"	4	3	1	3	3	3
"valW"	71	96	94	30	55	54
"ECs_2374"	1909	1743	1891	1798	2412	2685
"ECs_2375"	401	358	362	1021	1396	1472
"ECs_2376"	138	125	123	206	200	261
"ECs_2377"	79	79	77	105	93	159
"ECs_2378"	64	69	78	87	119	148
"ECs_2379"	60	49	50	94	104	121
"ECs_2380"	144	132	137	176	178	250
"ECs_2381"	30	17	22	26	23	25
"ECs_2382"	183	124	159	354	368	644
"ECs_2383"	24343	20771	23216	30278	32249	46374
"ECs_2384"	69254	82806	120008	105873	122639	222210
"ECs_2385"	1017	956	1067	2346	2836	3704
"ECs_2386"	172	160	181	448	534	770
"ECs_2387"	425	432	507	1426	1655	1933
"ECs_2388"	380	314	361	1481	1699	2114
"ECs_2389"	172	175	156	857	938	1124
"ECs_2390"	362	287	342	2290	2102	2362
"ECs_2391"	49	56	69	554	402	414
"ECs_2392"	1211	1121	1161	2649	3453	4234
"ECs_2393"	287	290	348	738	912	881
"ECs_2394"	3603	3138	3621	7626	8479	10831
"ECs_2395"	2344	2056	2621	2406	2586	3777
"ECs_2396"	82	67	38	112	116	75
"ECs_2397"	125	108	77	173	196	104
"ECs_2398"	97	86	50	157	171	110
"ECs_2399"	71	51	38	99	124	81
"ECs_2400"	361	297	324	1147	1366	1748
"ECs_2401"	54	48	28	69	113	93
"ECs_2402"	70	51	62	94	112	128
"ECs_2403"	66	42	51	80	109	140
"ECs_2404"	72	73	74	66	67	72
"ECs_2405"	59	51	56	99	126	123
"ECs_2406"	67	77	80	117	122	164
"ECs_2407"	23	9	11	11	20	24
"ECs_2408"	212	182	206	194	246	287
"ECs_2409"	3313	3223	3533	11937	14417	17403
"ECs_2410"	467	400	451	1144	1367	1919
"ECs_2411"	2868	2781	3388	3997	4963	6523
"ECs_2412"	494	456	465	483	617	747
"ECs_2413"	7680	7153	8254	10179	11218	14207
"ECs_2414"	851	802	874	1374	1738	2300
"ECs_2415"	412	340	381	706	709	1150
"ECs_2416"	567	520	679	1858	2023	2434
"ECs_2417"	531	419	487	1933	2211	2859
"ECs_2418"	891	927	1238	918	909	1020
"ECs_2419"	8565	7831	9885	15101	20701	25689
"ECs_2420"	18356	17036	22390	18757	18816	24110
"ECs_2421"	7135	6242	8060	5372	4588	6928
"ECs_2422"	368	364	396	412	523	636
"ECs_2423"	102557	97205	109242	57255	73679	94519
"ECs_2424"	65496	60992	67042	36874	47314	60087
"ECs_2425"	123381	113538	127846	90692	114034	147369
"ECs_2426"	56032	49066	57518	65015	77319	104507
"ECs_2427"	96	101	124	247	273	478
"ECs_2428"	8448	7546	5864	480	520	710
"ECs_2429"	389	370	435	2921	3309	4647
"ECs_2430"	557	437	485	3062	3415	5203
"ECs_2431"	1830	1679	1949	7853	8690	11234
"ECs_2432"	1647	1427	1711	1986	2289	3374
"ECs_2433"	382	408	454	347	450	525
"ECs_2434"	296	328	337	166	219	284
"ECs_2435"	1378	1368	1423	25875	35546	56771
"ECs_2436"	48	41	51	289	430	758
"ECs_2437"	342	293	317	218	291	357
"ECs_2438"	711	633	599	13649	12835	17478
"ECs_2439"	485	388	480	531	653	831
"ECs_2440"	214	151	176	170	190	289
"ECs_2441"	162	122	148	223	255	363
"ECs_2442"	56	56	70	104	84	155
"ECs_2443"	207	213	255	222	235	432
"ECs_2444"	265	263	290	535	620	891
"ECs_2445"	727	580	716	13031	15371	21827
"ECs_2446"	439	327	389	1718	1578	2872
"ECs_2447"	658	572	673	569	665	819
"ECs_2448"	162	131	144	157	156	183
"ECs_2449"	429	450	629	4825	4504	5997
"ECs_2450"	125	138	117	154	132	156
"ECs_2451"	205	212	245	294	281	337
"ECs_2452"	83	85	104	136	115	125
"ECs_2453"	94	96	94	143	186	283
"ECs_2454"	240	217	246	660	650	1569
"ECs_2455"	1123	1067	1192	1712	1584	2231
"ECs_2456"	74	65	62	75	51	96
"ECs_2457"	60	43	63	74	71	121
"ECs_2458"	137	101	116	211	213	271
"ECs_2459"	99	129	168	240	226	199
"ECs_2460"	339	318	409	880	894	1038
"ECs_2461"	334	320	387	882	624	1013
"ECs_2462"	290	300	380	602	574	802
"ECs_2463"	657	559	751	945	898	1420
"ECs_2464"	372	360	470	451	472	601
"ECs_2465"	197	193	239	192	227	301
"ECs_2466"	74	72	90	104	146	196
"ECs_2467"	3693	3193	4013	15264	18670	21943
"ECs_2468"	233	199	230	315	419	526
"ECs_2469"	2278	2109	2513	3143	3228	3797
"ECs_2470"	2198	2088	2508	3962	3923	4648
"ECs_2471"	826	862	1038	2188	1687	2222
"ECs_2472"	4992	4386	5316	3920	4165	5926
"ECs_2473"	281	216	255	194	215	300
"ECs_2474"	1654	1364	1554	1690	1839	2671
"ECs_2475"	841	782	971	1222	1214	1592
"ECs_2476"	106	87	97	111	99	132
"ECs_2477"	9	13	16	35	29	52
"ECs_2478"	174	139	146	165	144	193
"ECs_2479"	530	451	566	562	637	933
"ECs_2480"	177	105	135	246	224	342
"ECs_2481"	53	36	42	133	116	214
"ECs_2482"	40	24	30	143	138	228
"ECs_2483"	31	26	22	153	139	224
"ECs_2484"	57	47	55	226	226	356
"ECs_2485"	87	64	60	298	291	516
"ECs_2486"	247	186	188	811	569	1302
"ECs_2487"	577	427	459	1768	1365	2742
"ECs_2488"	71552	69200	78098	196158	231354	278994
"ECs_2489"	1023	845	969	3206	2474	4473
"ECs_2490"	4004	3414	3769	3876	4420	5955
"ECs_2491"	12533	10388	10556	14313	13684	20662
"ECs_2492"	855	728	784	14852	12536	23538
"ECs_2493"	253	247	242	4803	4448	6720
"ECs_2494"	66	56	61	53	72	121
"ECs_2495"	5760	5732	6699	1837	2217	2895
"ECs_2496"	1686	1689	1811	1462	1691	1942
"ECs_2498"	560	488	629	332	325	448
"ECs_2499"	257	216	241	256	353	437
"ECs_2500"	654	634	667	501	498	644
"ECs_2501"	374	305	330	309	397	497
"ECs_2502"	359	300	361	228	348	412
"ECs_2503"	2999	2937	3232	2443	2700	3606
"ECs_2504"	704	612	842	2677	2779	4494
"ECs_2505"	292	277	375	203	240	295
"ECs_2506"	895	734	1050	655	858	1024
"ECs_2507"	1724	1442	1783	629	694	917
"ECs_2508"	55	59	61	684	662	934
"ECs_2509"	155	158	200	1157	1799	1115
"ECs_2510"	140	135	131	369	441	437
"ECs_2511"	136	101	92	318	302	376
"ECs_2512"	189	208	221	347	343	499
"ECs_2513"	3357	3226	4130	2021	2202	2691
"ECs_2514"	5503	4811	5847	2472	2815	3658
"ECs_2515"	2674	2492	3026	2321	2829	3513
"ECs_2516"	2945	3069	4286	2495	2212	2768
"ECs_2517"	3327	3173	4120	3108	3206	3695
"ECs_2518"	481	450	532	1020	1115	1519
"ECs_2519"	237	176	232	318	356	625
"ECs_2520"	237	404	750	708	366	383
"ECs_2521"	1119	934	1172	1191	1225	2007
"ECs_2522"	327	322	434	383	424	572
"ECs_2523"	7048	7268	7569	3228	3122	4577
"ECs_2524"	371	337	358	639	775	917
"ECs_2525"	1357	1252	1485	2484	2566	3087
"ECs_2527"	1118	1026	1317	12167	10998	15208
"ECs_2528"	1322	1077	1205	8616	8639	12667
"ECs_2529"	1489	1353	1638	10109	9977	13962
"ECs_2530"	183	156	149	508	511	629
"ECs_2531"	3890	3437	3673	2067	2427	2633
"ECs_2532"	2775	2479	2836	3891	4378	5643
"ECs_2533"	12561	11346	14714	59442	73865	97447
"ECs_2535"	2118	1426	1497	1209	1129	1633
"ECs_5463"	349	327	351	878	935	1380
"ECs_2537"	974	674	783	1469	1004	2345
"ECs_2538"	2800	2666	3099	992	1089	1362
"ECs_2539"	4585	4287	5144	14512	17704	22479
"ECs_2540"	19646	17182	20078	15462	16501	25573
"ECs_2541"	14615	14317	18243	11537	11530	15992
"ECs_2542"	1070	1109	1631	2094	2271	3269
"ECs_2543"	1059	1036	1357	1363	1638	1996
"ECs_2544"	2865	2529	2798	5314	5740	8318
"ECs_2545"	3441	3267	3704	2404	2661	3738
"ECs_2546"	600	618	642	10346	10962	15500
"ECs_2547"	125	108	115	379	472	595
"ECs_2548"	289	286	266	1323	1289	1853
"ECs_2549"	1042	806	982	931	1143	1480
"ECs_2550"	2279	1809	2031	1956	1783	2552
"ECs_2551"	1411	1278	1443	1639	2063	2377
"ECs_2552"	497	420	386	741	901	1037
"ECs_2553"	964	834	939	1051	1290	1656
"ECs_2554"	772	634	719	827	1030	1371
"ECs_2555"	2078	1687	1823	2190	2392	3090
"ECs_2556"	795	717	738	2109	2146	2844
"ECs_2557"	2759	2503	2979	6367	6671	10061
"ECs_2558"	4180	3578	4077	4763	5036	7444
"ECs_2559"	375	324	360	6214	4994	8533
"ECs_2560"	2527	2160	2891	2387	2028	3001
"ECs_2561"	4587	3519	4478	1167	1223	1737
"ECs_2562"	8760	7706	9054	9428	10824	15026
"ECs_2563"	1223	1222	1416	2483	2576	3331
"ECs_2564"	5038	3952	4796	13611	14308	20560
"ECs_2565"	4844	4602	5486	3729	3881	5408
"ECs_2566"	12116	11100	13604	10616	10722	15834
"ECs_2567"	5135	4858	5859	4705	5691	7919
"ECs_2568"	1141	1081	1550	801	843	1308
"ECs_2569"	1069	923	1344	742	757	1178
"ECs_2570"	3980	3394	4086	4299	3827	5827
"ECs_2571"	2220	1924	2449	2301	2177	3182
"ECs_2572"	55	59	40	36	45	44
"ECs_2573"	1303	1533	1783	1513	1300	1327
"ECs_2574"	3529	3030	3342	3351	3154	4453
"ECs_2575"	1846	1596	1632	1655	1508	2112
"ECs_2576"	13407	11125	11772	11135	10073	15789
"ECs_2577"	960	1030	1315	797	760	1028
"ECs_2578"	830	784	875	532	642	851
"ECs_2579"	929	893	1040	1196	1284	1902
"ECs_2580"	2411	1919	2198	1700	1501	2798
"ECs_2581"	2470	1988	2156	1606	1189	2307
"ECs_2582"	583	436	503	767	682	1130
"ECs_2583"	55	44	32	57	51	71
"ECs_2584"	3152	2790	3655	4914	5010	7843
"ECs_2585"	1089	962	1053	1416	1686	2145
"ECs_2586"	14294	12446	13735	10008	10500	14790
"ECs_2587"	839	797	936	254	280	388
"ECs_2588"	40	40	29	32	14	39
"ECs_2589"	141	140	126	242	245	246
"ECs_2590"	56	39	27	77	69	88
"ECs_2591"	142	126	82	521	545	366
"ECs_2592"	79	37	31	225	279	188
"ECs_2593"	66	53	25	211	182	158
"ECs_2594"	119	94	74	390	475	252
"ECs_2595"	421	366	181	1535	1993	985
"ECs_2596"	523	447	292	1561	2184	968
"ECs_2597"	231	167	102	675	796	614
"ECs_2598"	812	683	433	2007	2471	1691
"ECs_2599"	456	434	225	736	969	582
